category_name,name,api_poiName,api_poiBrand,name_ref_nrm,name_prov_nrm,location_distance_m,match,match_code,cnn_match,edit_distance_match,name_matching,cnn_name_match_score
Bank,middlesex savings bank hopkinton branch,middlesex savings bank,[Middlesex Savings Bank],middlesex savings hopkinton branch,middlesex savings,12.772155,True,1,True,True,1.0,0.99999994
Airport,sawyer county,sawyer county airport,[Sawyer County Airport],sawyer,sawyer,107.054405,True,1,True,True,1.0,0.9986746
Airport,pellston,pellston regional airport,[Pellston Regional Airport],pellston,pellston,838.5988,True,1,True,True,1.0,0.9999966
Important Tourist Attraction,the american adventure,disneys vacation club information center at the american adventure,[Disney's Vacation Club Information Center at The American Adventure],american adventure,disneys vacation club information center at american adventure,56.062542,True,1,True,True,1.0,0.99992853
Beach,san clemente city beach,el portal,[El Portal],san clemente city,san clemente city,54.175,True,1,True,True,1.0,0.9999361
Automotive Dealer,jacsil motors,jacsil motors,[Jacsil Motors],jacsil,jacsil,7.1274877,True,1,True,True,1.0,0.99995863
Automotive Dealer,ogden auto sales llc ogden automotive service,ogden automotive,[Ogden Automotive],ogden sales ogden automotive service,ogden automotive,7.1000314,True,1,True,True,1.0,0.9999593
Hotel Or Motel,lake havasu,royal inn,[Royal Inn],lake havasu,royal,879.9065,False,6,False,False,0.25,0.0016141083
Beach,honls beach,honls beach,[Honl's Beach],honls,honls,19.936253,True,1,True,True,1.0,0.99733675
Restaurant,panda express,panda express,[Panda Express], panda  express , panda  express ,32.237423,True,1,True,True,1.0,0.99998254
Sports Center,morgan park sports center,morgan park sports center,[Morgan Park Sports Center],morgan park center,morgan park center,55.16002,True,1,True,True,1.0,0.99998146
School,murchison middle school,murchison middle school,[Murchison Middle School],murchison middle,murchison middle,37.74628,True,1,True,True,1.0,0.99997973
Railway Station,eltingville,eltingville station,[Eltingville Station],eltingville,eltingville,41.928707,True,1,True,True,1.0,0.9999935
Place of Worship,pierce hill christian fellowship,pierce hill christian fellowship,[Pierce Hill Christian Fellowship],pierce hill christian fellowship,pierce hill christian fellowship,0.0,True,1,True,True,1.0,1.0
Automotive Dealer,john sang ford,john sang ford,[Ford], ford , ford ,10.098101,True,1,True,True,1.0,0.9952228
Hotel Or Motel,hotel san jose,hotel san jose,[Hotel San Jose],san jose,san jose,27.300732,True,1,True,True,1.0,0.9998805
Museum,garrison house,garrison house,[Garrison House],garrison house,garrison house,22.198212,True,1,True,True,1.0,0.99991107
Park and Recreation Area,continental recreation park,continental recreation park,[Continental Recreation Park],continental recreation,continental recreation,230.39536,True,1,True,True,1.0,0.99998397
Restaurant,los poblanos historic inn organic farm,los poblanos historic inn organic farm,[Los Poblanos Historic Inn & Organic Farm],poblanos historic inn organic farm,poblanos historic inn organic farm,246.35287,False,2,True,True,1.0,1.0
School,crossroads christian school,crossroads christian school,[Crossroads Christian School],crossroads christian,crossroads christian,15.189328,True,1,True,True,1.0,0.99999976
Automotive Dealer,palomino motors,palomino motors,[Palomino Motors],palomino,palomino,0.0,True,1,True,True,1.0,0.9997008
Place of Worship,peace apostolic church,peace apostolic church,[Peace Apostolic Church],peace apostolic,peace apostolic,14.178466,True,1,True,True,1.0,0.99998665
Restaurant,110 grill,110 grill hopkinton,[110 Grill], 110  grill , 110  grill ,18.102987,True,1,True,True,1.0,0.9999885
Place of Worship,church of the word international,church of the word international,[Church of the Word International],word international,word international,45.004745,True,1,True,True,1.0,0.99999136
Shopping Center,college square shopping center,college square shopping center,[College Square Shopping Center],college square shopping center,college square shopping center,121.58405,True,1,True,True,1.0,1.0
Restaurant,antonios bar trattoria,antonios bar trattoria,[Antonio's Bar & Trattoria],antonios bar trattoria,antonios bar trattoria,11.7112,True,1,True,True,1.0,1.0
Place of Worship,grace worship center apostolic church,grace worship center,[Grace Worship Center],grace worship center apostolic,grace worship center,2.6379876,True,1,True,True,1.0,0.9999864
Place of Worship,rivers of living water ministries,rivers of living water church,[Rivers of Living Water Church],rivers living water ministries,rivers living water,5.5246873,True,1,True,True,1.0,0.9999936
Beach,crescent beach,crescent beach,[Crescent Beach],crescent,crescent,0.0,True,1,True,True,1.0,0.9993643
Hotel Or Motel,hostelling international honolulu,hostelling international honolulu,[Hostelling International Honolulu],hostelling international honolulu,hostelling international honolulu,7.1752,True,1,True,True,1.0,1.0
Beach,lloyd beach,lloyd beach,[Lloyd Beach],lloyd,lloyd,44.18699,True,1,True,True,1.0,0.99980664
Museum,dillon schoolhouse museum,1883 dillon schoolhouse museum,[1883 Dillon Schoolhouse Museum],dillon schoolhouse,1883 dillon schoolhouse,11.307972,True,1,True,True,1.0,0.9999833
Railway Station,cherry hill,cherry hill station nj transit prsl railroad,[Cherry Hill Station NJ Transit-PRSL Railroad],cherry hill,cherry hill nj transit prsl railroad,36.06079,True,1,True,True,1.0,0.9997119
Restaurant,austin terrier,austin terrier,[Austin Terrier],austin terrier,austin terrier,19.67906,True,1,True,True,1.0,0.99998635
Park and Recreation Area,north meridian park,north meridian park,[North Meridian Park],north meridian,north meridian,240.22481,True,1,True,True,1.0,0.9999886
Place of Worship,solid rock christian ministries,solid rock christian center,[Solid Rock Christian Center],solid rock christian ministries,solid rock christian center,24.761818,True,1,True,True,0.8500000238418579,0.99999595
Museum,african american civil war museum,african american civil war museum,[African American Civil War Museum],african american civil war,african american civil war,9.16802,True,1,True,True,1.0,0.9999622
Airport,monmouth executive,monmouth executive airport,[Monmouth Executive Airport],monmouth executive,monmouth executive,1065.2521,True,1,True,True,1.0,0.9999696
Airport,greater cumberland,greater cumberland regional airport,[Greater Cumberland Regional Airport],greater cumberland,greater cumberland,199.89825,True,1,True,True,1.0,0.9999995
Airport,john f kennedy,john f kennedy international airport,[John F. Kennedy International Airport],john f kennedy,john f kennedy,465.25272,True,1,True,True,1.0,0.9999776
Airport,orlando,orlando international airport,[Orlando International Airport],orlando,orlando,194.2689,True,1,True,True,1.0,0.9975899
Hotel Or Motel,bridger inn motel,bridger inn hotel las vegas,[Bridger Inn Hotel Las Vegas],bridger,bridger vegas,23.43969,True,1,True,True,1.0,0.99793804
School,lakeway church christian pre,lakeway church christian preschool,[Lakeway Church Christian Preschool],lakeway church christian pre,lakeway church christian,176.38591,True,1,True,True,1.0,0.9999964
Restaurant,popeyes louisiana kitchen,popeyes 12102 georgia ave,[Popeyes], popeyes , popeyes ,36.88046,True,1,True,True,1.0,0.9999951
Hotel Or Motel,ivy court inn suites,ivy court inn suites,[Ivy Court Inn & Suites],ivy court,ivy court,65.693634,True,1,True,True,1.0,0.99976355
Automotive Dealer,a h auto,auto a h,[Auto A & H],a h,a h,29.00485,True,1,True,True,1.0,0.995846
Sports Center,fairfax athletic center inside kids choice,fairfax athletic center,[Fairfax Athletic Center],fairfax athletic center inside kids choice,fairfax athletic center,14.437103,True,1,True,True,1.0,0.9999788
Hotel Or Motel,quality inn,quality inn,[Quality Inn], quality  inn , quality  inn ,58.201027,True,1,True,True,1.0,0.99999493
Place of Worship,iglesia ni cristo locale of ewa beach,church of god,[Church of God],iglesia ni cristo locale ewa beach,ewa beach god,694.64966,True,1,True,True,0.8199999928474426,0.5253009
Sports Center,sportscenter athletic club,sportscenter athletic club,[Sportscenter Athletic Club],sportscenter athletic club,sportscenter athletic club,82.49997,True,1,True,True,1.0,0.9999996
Museum,usf contemporary art museum,usf contemporary art musem,[Usf Contemporary Art Musem],usf contemporary,usf contemporary musem,6.743042,True,1,True,True,1.0,0.99889386
Hotel Or Motel,lone star inn,lone star inn,[Lone Star Inn],lone star,lone star,83.44034,True,1,True,True,1.0,0.99988574
Automotive Dealer,caddis motor co,caddis motor company,[Caddis Motor Company],caddis co,caddis company,6.7477326,True,1,True,True,0.800000011920929,0.99973047
Restaurant,wendys,wendys 1750 e higgins road in schaumburg il,[Wendy's], wendys , wendys ,6.215524,True,1,True,True,1.0,0.9996073
Park and Recreation Area,little rock reservoir park,little rock reservoir park,[Little Rock Reservoir Park],little rock reservoir,little rock reservoir,88.02462,True,1,True,True,1.0,0.99999887
Amusement Park,dreamland margate,dreamland margate,[Dreamland Margate],dreamland margate,dreamland margate,27.845291,True,1,True,True,1.0,0.9999975
Railway Station,handforth,handforth,[Handforth],handforth,handforth,52.17637,True,1,True,True,1.0,0.999733
Hotel Or Motel,anchorage inn,the anchorage inn,[The Anchorage Inn],anchorage,anchorage,8.5695,True,1,True,True,1.0,0.99998254
Camping Ground,pwll preban,pwll preban,[Pwll Preban],pwll preban,pwll preban,3.3757048,True,1,True,True,1.0,0.99971974
Camping Ground,greenacres campsite forest of dean,greenacres campsite,[Greenacres Campsite],greenacres campsite forest dean,greenacres campsite,7.1702075,True,1,True,True,1.0,0.99998057
Bank,lloyds bank,lloyds bank stevenage town square,[Lloyds Bank], lloyds  bank , lloyds  bank ,0.0,True,1,True,True,1.0,0.9999991
Beach,lyme regis,lyme regis guildhall,[Lyme Regis Guildhall],lyme regis,lyme regis guildhall,780.7057,True,1,True,True,1.0,0.9996165
Important Tourist Attraction,the great tower,the great tower,[The Great Tower],great tower,great tower,4.729632,True,1,True,True,1.0,0.9999998
Restaurant,portskewett inn,portskewett inn,[Portskewett Inn],portskewett inn,portskewett inn,3.8404865,True,1,True,True,1.0,0.99999964
Railway Station,saltburn,saltburn,[Saltburn],saltburn,saltburn,7.659852,True,1,True,True,1.0,0.99706197
Museum,argyll and sutherland highlanders regimental museum,argyll and sutherland highlanders regimental museum,[Argyll And Sutherland Highlanders Regimental Museum],argyll sutherland highlanders regimental,argyll sutherland highlanders regimental,1.7019066,True,1,True,True,1.0,1.0
Place of Worship,livingston free church,livingston free church,[Livingston Free Church],livingston free,livingston free,36.767216,True,1,True,True,1.0,1.0
Restaurant,lizzy african food,lizzy african food,[Lizzy African Food],lizzy african,lizzy african,5.522672,True,1,True,True,1.0,0.99973285
Shop,toolstation aberdeen altens,toolstation aberdeen altens,[Toolstation], toolstation , toolstation ,2.042554,True,1,True,True,1.0,0.99997354
Park and Recreation Area,irby park play area,irby park,[Irby Park],irby play area,irby,165.35005,True,1,True,True,1.0,0.61561424
Place of Worship,brethrens meeting room place of public religious worship,brethrens meeting room,[Brethren's Meeting Room],brethrens meeting room place public religious worship,brethrens meeting room,8.014591,True,1,True,True,1.0,0.9999493
Railway Station,walmer,walmer,[Walmer],walmer,walmer,31.688639,True,1,True,True,1.0,0.9992734
Shopping Center,the colonnades,colonnades leisure park,[Colonnades Leisure Park],colonnades,colonnades leisure park,115.38339,True,1,True,True,1.0,0.99688697
Airport,aberdeen,aberdeen international airport,[Aberdeen International Airport],aberdeen,aberdeen,398.86328,True,1,True,True,1.0,0.99950206
Place of Worship,teletubby hill,teletubby hill,[Teletubby Hill],teletubby hill,teletubby hill,2.1240187,True,1,True,True,1.0,0.99999946
Restaurant,dominos pizza stafford weeping cross,dominos,[Domino's], dominos , dominos ,0.42538565,True,1,True,True,1.0,0.9949294
Beach,man sands,mansands,[Mansands],man sands,mansands,85.66533,True,1,True,True,0.9399999976158142,0.9983062
Sports Center,city of peterborough sports club,peterborough town sports club,[Peterborough Town Sports Club],city peterborough club,peterborough town club,11.28536,True,1,True,True,0.8700000047683716,0.99941367
Place of Worship,st marys church,st marys church,[St Mary's Church],st marys,st marys,1.6088109,True,1,True,True,1.0,0.99523616
Park and Recreation Area,eden villa park multi sports pitch,eden villa park,[Eden Villa Park],eden villa multi sports pitch,eden villa,148.15005,True,1,True,True,1.0,0.9996013
Museum,museum of london docklands,museum of london docklands,[Museum Of London Docklands],london docklands,london docklands,4.0050907,True,1,True,True,1.0,0.9994468
Hotel Or Motel,travelodge birmingham central newhall street,travelodge birmingham central newhall street,[Travelodge], travelodge , travelodge ,15.917798,True,1,True,True,1.0,0.9999878
School,putteridge high school,putteridge high school,[Putteridge High School],putteridge high,putteridge high,151.52274,True,1,True,True,1.0,0.99976933
Shopping Center,charlton shopping centre,charlton shopping centre,[Charlton Shopping Centre],charlton shopping centre,charlton shopping centre,13.081421,True,1,True,True,1.0,0.9999999
School,kirk merrington primary school,kirk merrington primary school,[Kirk Merrington Primary School],kirk merrington primary,kirk merrington primary,24.049976,True,1,True,True,1.0,0.9999958
Beach,seaton hole beach,seaton beach,[Seaton Beach],seaton hole,seaton,2006.5282,True,1,True,True,1.0,0.99991065
Beach,shippersea bay,shippersea bay,[Shippersea Bay],shippersea bay,shippersea bay,14.96594,True,1,True,True,1.0,1.0
Restaurant,jims fish bar,jims fish bar,[Jims Fish Bar],jims fish bar,jims fish bar,14.407921,True,1,True,True,1.0,0.9999968
Restaurant,storia tring,storia tring,[Storia Tring],storia tring,storia tring,15.408195,True,1,True,True,1.0,0.99980265
Shopping Center,churchill shopping centre,the churchill shopping centre,[The Churchill Shopping Centre],churchill shopping centre,churchill shopping centre,22.524818,True,1,True,True,1.0,0.9999979
Hotel Or Motel,travelodge nuneaton bedworth,travelodge nuneaton bedworth,[Travelodge], travelodge , travelodge ,10.703056,True,1,True,True,1.0,0.9999878
Airport,salamanca,aeropuerto de salamanca,[Aeropuerto de Salamanca],salamanca,salamanca,1313.4033,True,1,True,True,1.0,0.99994266
Restaurant,restaurante pizzeria italia,pizza italia,[Pizza Italia],italia,italia,11.973832,True,1,True,True,1.0,0.9999868
Bank,deutsche bank,deutsche bank,[Deutsche Bank], deutsche  bank , deutsche  bank ,58.540485,True,1,True,True,1.0,0.99997336
Camping Ground,naturist camping el portus,camping naturista el portus,[Camping Naturista el Portús],naturist el portus,naturista el portus,354.4615,True,1,True,True,0.9700000286102296,0.9999975
Railway Station,villar de gallimazo,villar de gallimazo,[Villar de Gallimazo],villar gallimazo,villar gallimazo,15.457695,True,1,True,True,1.0,0.9999965
Beach,praia da pombina,praia da pombina,[Praia da Pombiña],da pombina,da pombina,182.47949,True,1,True,True,1.0,0.9997516
Museum,casa de las artes,casa de las artes,[Casa De Las Artes],casa artes,casa artes,9.804763,True,1,True,True,1.0,0.9979847
Restaurant,tasca las dehesas n 120,tasca las dehesas,[Tasca Las Dehesas],tasca dehesas n 120,tasca dehesas,3.6446745,True,1,True,True,1.0,0.9999932
Amusement Park,coqui parc,coqui park,[Coqui Park],coqui parc,coqui park,20.160892,True,1,True,True,0.8999999761581421,0.9989006
Shopping Center,espacio comercial way dos hermanas,way dos hermanas,[Way Dos Hermanas],espacio comercial way dos hermanas,way dos hermanas,156.76546,True,1,True,True,1.0,0.9999559
Park and Recreation Area,passeig rural les rovires,font de les rovires,[Font de les Rovires],passeig rural les rovires,font les rovires,987.0156,True,1,True,True,0.8100000023841858,0.8332804
School,peques school escuela infantil bilingue,centro privado de educacion infantil peques school,[Centro Privado de Educación Infantil Peque's School],peques infantil bilingue,centro privado educacion infantil peques,13.351088,True,1,True,True,0.7699999809265137,0.9992424
Museum,ruinas del castillo de cuenca,museo de cuenca,[Museo De Cuenca],ruinas castillo cuenca,cuenca,429.07938,True,1,True,True,1.0,0.98502576
Museum,iglesia de san vicente,esglesia de sant vicenc,[Esglesia De Sant Vicenc],iglesia san vicente,esglesia sant vicenc,33.083736,True,1,True,True,0.8199999928474426,0.99997807
Shopping Center,montecarmelo mall,centro comercial montecarmelo,[Centro Comercial Montecarmelo],montecarmelo mall,centro comercial montecarmelo,10.976573,True,1,True,True,0.8299999833106995,0.9962059
Automotive Dealer,wallscar multimarca vehiculos de segunda mano y nuevos en alicante,irco alicante,[Irco Alicante],wallscar multimarca vehiculos segunda mano y nuevos en alicante,irco alicante,635.8476,False,2,False,True,0.7599999904632568,0.4773652
Café/Pub,a taberna,a taberna,[A Taberna],a taberna,a taberna,7.301418,True,1,True,True,1.0,0.9994738
Bank,bankinter,bankinter,[Bankinter], bankinter , bankinter ,2.4905567,True,1,True,True,1.0,0.9998993
Shopping Center,faro 2,faro 2,[Faro 2],faro 2,faro 2,3.8430903,True,1,True,True,1.0,0.9999164
Restaurant,restaurante el cachirulo,el cachirulo,[El Cachirulo],el cachirulo,el cachirulo,53.527218,True,1,True,True,1.0,0.9999063
Bank,banc sabadell,banco sabadell,[Banco Sabadell], sabadell , banco  sabadell ,14.470211,True,1,True,True,1.0,0.99817497
Automotive Dealer,verkaufe mein auto mallorca,mallorca site,[Mallorca Site],verkaufe mein mallorca,mallorca site,167.80035,True,1,True,True,0.7599999904632568,0.9908482
Automotive Dealer,mejorescochesdesegundamano renault leioa,leioa berri auto,[Renault], renault , renault ,37.16344,True,1,True,True,1.0,0.9991654
Automotive Dealer,concessionari mercedes benz autolica tarragona,talleres tarragona autolica,[Mercedes-Benz],concessionari mercedes benz autolica tarragona,talleres tarragona autolica,33.93571,True,1,True,True,0.800000011920929,0.9999877
Museum,convent de sant bertomeu bellpuig,museu de vestidos de papel,[Museu De Vestidos De Papel],convent sant bertomeu bellpuig,museu vestidos papel,1136.7952,False,6,False,False,0.3199999928474426,0.16642678
Important Tourist Attraction,reloj de las tendillas,reloj de las tendillas,[Reloj De Las Tendillas],reloj tendillas,reloj tendillas,8.841179,True,1,True,True,1.0,0.99998856
Beach,salinas beach,praia das salinas,[Praia das Salinas],salinas,das salinas,7.6415553,True,1,True,True,1.0,0.99983007
Museum,museu de la dona can ganga,museu de la dona,[Museu De La Dona],museu dona can ganga,museu dona,6.3620515,True,1,True,True,1.0,0.99958885
Shopping Center,centro comercial la ola,centro comercial el corte ingles tres de mayo,[Centro Comercial El Corte Inglés Tres de Mayo],centro comercial ola,centro comercial el corte ingles tres mayo,117.71133,True,1,True,True,0.8899999856948853,0.99963844
Amusement Park,flip out oaxaca,flip out oaxaca,[Flip Out Oaxaca],flip out oaxaca,flip out oaxaca,7.8696384,True,1,True,True,1.0,0.9996565
Restaurant,taqueria el amigo ramiro,taqueria las 4 r,[Taquería Las 4 R],taqueria el amigo ramiro,taqueria 4 r,437.81027,False,2,True,True,0.800000011920929,0.9971687
Market,mercado municipal,nuevo mercado municipal,[Nuevo Mercado Municipal],mercado municipal,nuevo mercado municipal,1352.3094,True,1,True,True,1.0,0.99970454
Hotel Or Motel,hotel montecarlo,auto hotel montecarlo,[Auto Hotel Montecarlo],montecarlo,auto montecarlo,32.913143,True,1,True,True,1.0,0.9957215
Bank,deutsche bank,deutsche bank,[Deutsche Bank], deutsche  bank , deutsche  bank ,4.4223857,True,1,True,True,1.0,0.99997336
Museum,museo del vino malaga,museo del vino,[Museo del Vino],vino malaga,vino,4.65175,True,1,True,True,1.0,0.9998728
Café/Pub,cafeteria casa de la quimica,cafeteria casa de la quimica,[Cafetería Casa De La Química],casa quimica,casa quimica,14.28137,True,1,True,True,1.0,0.9999883
Shopping Center,parque principado,parque principado,[Parque Principado],parque principado,parque principado,111.647194,True,1,True,True,1.0,0.9999615
Railway Station,ganzo,ganzo,[Ganzo],ganzo,ganzo,6.775566,True,1,True,True,1.0,0.999433
Bank,banco sabadell,banco sabadell,[Banco Sabadell], banco  sabadell , banco  sabadell ,47.180363,True,1,True,True,1.0,0.99994874
Shopping Center,centro comercial punta almenara,centro comercial y de ocio punta almenara,[Centro Comercial y de Ocio Punta Almenara],centro comercial punta almenara,centro comercial y ocio punta almenara,6.6748395,True,1,True,True,1.0,0.9999924
Automotive Dealer,quality used cars mallorca,mallorca site,[Mallorca Site],quality used mallorca,mallorca site,592.383,True,1,True,True,0.7599999904632568,0.9935301
Museum,museo de la mina de mequinenza,museos de mequinenza,[Museos de Mequinenza],mina mequinenza,museos mequinenza,77.62626,True,1,True,True,0.800000011920929,0.99953204
Hotel Or Motel,hotel asset torrejon,hotel asset torrejon,[Hotel Asset Torrejon],asset torrejon,asset torrejon,17.71665,True,1,True,True,1.0,0.9997628
Automotive Dealer,fiat recepcion,bigauto,[Fiat], fiat , fiat ,2.1135144,True,1,True,True,1.0,0.9979387
Bank,caixabank agrobank,caixabank santa cruz del retamar,[CaixaBank], caixabank , caixabank ,0.0,True,1,True,True,1.0,0.9997931
Bank,sabadell bank,banco sabadell,[Banco Sabadell], sabadell , banco  sabadell ,6.042213,True,1,True,True,1.0,0.99817497
Museum,centro de interpretacion batalla de los arapiles,aula de interpretacion batalla de arapiles,[Aula de Interpretación Batalla de Arapiles],centro interpretacion batalla arapiles,aula interpretacion batalla arapiles,72.090744,True,1,True,True,0.9300000071525574,1.0
Museum,museo del orinal,museo del orinal,[Museo Del Orinal],orinal,orinal,15.592097,True,1,True,True,1.0,0.9940814
Sports Center,municipal sports center noain,polideportivo municipal de noain,[Polideportivo Municipal de Noáin],municipal center noain,polideportivo municipal noain,35.00684,True,1,True,True,0.8100000023841858,0.9955613
Beach,platja fonda,playa fonda,[Playa Fonda],platja fonda,playa fonda,10.185732,True,1,True,True,0.8700000047683716,0.99511534
Restaurant,restaurante la piperna,la piperna,[La Piperna],piperna,piperna,29.891304,True,1,True,True,1.0,0.99997175
Restaurant,1498 the spice affair,1498 the spice affair,[1498 The Spice Affair],1498 spice affair,1498 spice affair,6.0589643,True,1,True,True,1.0,0.99999934
Park and Recreation Area,mersey park,mersey park,[Mersey Park],mersey,mersey,61.94334,True,1,True,True,1.0,0.9983992
Beach,seaton beach,seaton tramway,[Seaton Tramway],seaton,seaton tramway,337.82178,True,1,True,True,1.0,0.99223137
Railway Station,cambridge heath,cambridge heath,[Cambridge Heath],cambridge heath,cambridge heath,15.502041,True,1,True,True,1.0,0.9999978
Shop,weston turville stores,weston turville stores,[Weston Turville Stores],weston turville stores,weston turville stores,10.10053,True,1,True,True,1.0,0.99999845
Museum,linlithgow museum,linlithgow museum,[Linlithgow Museum],linlithgow,linlithgow,9.33244,True,1,True,True,1.0,0.99991125
Museum,great north museum hancock,the great north museum,[The Great North Museum],great north hancock,great north,10.835771,True,1,True,True,1.0,0.9999943
Bank,barclays bank,aylesbury 1,[Barclays], barclays , barclays ,5.2847123,True,1,True,True,1.0,0.9999807
Camping Ground,modbury caravan and motorhome club campsite,modbury caravan and motorhome club campsite,[Modbury Caravan And Motorhome Club Campsite],modbury caravan motorhome club campsite,modbury caravan motorhome club campsite,0.0,True,1,True,True,1.0,0.99999994
Place of Worship,st nicholas church,st nicholas,[St Nicholas],st nicholas,st nicholas,7.34716,True,1,True,True,1.0,0.9995393
Park and Recreation Area,beechwood park,beechwood park,[Beechwood Park],beechwood,beechwood,58.31618,True,1,True,True,1.0,0.9998961
Museum,highcroft hall villas,highcroft hall and villas,[Highcroft Hall And Villas],highcroft hall villas,highcroft hall villas,2.632693,True,1,True,True,1.0,1.0
Park and Recreation Area,lostock hall recreation ground,tardy gate recreation ground,[Tardy Gate Recreation Ground],lostock hall recreation ground,tardy gate recreation ground,43.914406,True,1,True,True,0.7599999904632568,0.9989375
Bank,santander,santander,[Santander], santander , santander ,39.610123,True,1,True,True,1.0,0.99998826
Restaurant,chez burton,chez burton,[Chez Burton],chez burton,chez burton,162.29391,True,1,True,True,1.0,0.9999795
Amusement Park,brighton palace pier,brighton palace pier,[Brighton Palace Pier],brighton palace pier,brighton palace pier,110.31002,True,1,True,True,1.0,0.9999999
Sports Center,pool lakeside center,the lakeside centre,[The Lakeside Centre],pool lakeside center,lakeside centre,7.9714866,True,1,True,True,0.800000011920929,0.9995114
Café/Pub,m s cafe,m and s cafe,[M And S Cafe],m s,m s,5.1145506,True,1,True,True,1.0,0.99694353
Camping Ground,reraig caravan camping skye,reraig caravan site,[Reraig Caravan Site],reraig caravan skye,reraig caravan site,145.25877,True,1,True,True,0.8899999856948853,0.99792904
Beach,boscombe beach,boscombe goats,[Boscombe Goats],boscombe,boscombe goats,1009.0358,True,1,True,True,1.0,0.99954444
School,john colet school,john colet school,[John Colet School],john colet,john colet,28.095789,True,1,True,True,1.0,0.99999416
Camping Ground,ashbradell campsite,ashbradell,[Ashbradell],ashbradell campsite,ashbradell,69.20095,True,1,True,True,1.0,0.9999679
Automotive Dealer,midlands auto deals ltd,midlands wild meat,[Midlands Wild Meat],midlands deals,midlands wild meat,718.04706,False,2,True,True,0.75,0.99665415
School,st bridgets primary school,st bridgets primary school nursery class,[St Bridget's Primary School & Nursery Class],st bridgets primary,st bridgets primary nursery class,16.413174,True,1,True,True,1.0,0.99494225
Bank,barclays bank,staffrd mkt sq 1,[Barclays], barclays , barclays ,52.644516,True,1,True,True,1.0,0.9999807
Shop,grange lane stores,grange lane convenience,[Grange Lane Convenience],grange lane stores,grange lane convenience,16.339844,True,1,True,True,0.7599999904632568,0.7476328
Place of Worship,christ the king church,christ the king,[Christ the King],christ king,christ king,6.406676,True,1,True,True,1.0,0.99995726
Shopping Center,walnuts shopping centre,b m orpington walnuts shopping centre,[B&M],walnuts shopping centre,b m orpington walnuts shopping centre,38.168118,True,1,True,True,1.0,0.9999968
Market,perrys mini market,perrys mini market,[Perrys Mini Market],perrys mini,perrys mini,1.9947206,True,1,True,True,1.0,0.9999273
Bank,barclays bank,lichfield 1,[Barclays], barclays , barclays ,11.47224,True,1,True,True,1.0,0.9999807
Camping Ground,seamer campsite,seamer campsite,[Seamer Campsite],seamer campsite,seamer campsite,2.1407013,True,1,True,True,1.0,0.9999768
Beach,bantham beach,bantham ham,[Bantham Ham],bantham,bantham ham,155.03699,True,1,True,True,1.0,0.99999857
Restaurant,restaurante chapo,restaurante chapo,[Restaurante Chapó],chapo,chapo,16.335714,True,1,True,True,1.0,0.99952185
Café/Pub,cafe el molino,cafe el molino,[Café El Molino],el molino,el molino,13.442194,True,1,True,True,1.0,0.9999193
Market,mercat municipal dalmenara,mercat municipal,[Mercat Municipal],mercat municipal dalmenara,mercat municipal,10.463949,True,1,True,True,1.0,0.99922436
Bank,caixabank,caixabank cartagena alfonso xiii,[CaixaBank], caixabank , caixabank ,9.739093,True,1,True,True,1.0,0.9997931
Shopping Center,plenilunio,plenilunio,[Plenilunio],plenilunio,plenilunio,40.06325,True,1,True,True,1.0,0.9999474
Sports Center,training park mataro gimnasio en mataro,skate park mataro,[Skate Park Mataró],park mataro gimnasio en mataro,skate park mataro,1126.6829,True,1,True,True,0.7900000214576721,0.999737
Bank,caixabank,caixabank cartagena pintor portela,[CaixaBank], caixabank , caixabank ,0.0,True,1,True,True,1.0,0.9997931
Museum,the coffin works,coffin works,[Coffin Works],coffin works,coffin works,4.1578226,True,1,True,True,1.0,0.9998975
School,coxhoe primary school,coxhoe primary school,[Coxhoe Primary School],coxhoe primary,coxhoe primary,58.19109,True,1,True,True,1.0,0.99828213
Hotel Or Motel,holiday inn express dunstable an ihg hotel,holiday inn express dunstable an ihg hotel,[Holiday Inn Express], holiday  inn , holiday  inn ,16.533583,True,1,True,True,1.0,0.99998957
Restaurant,the golden gate,golden gate,[Golden Gate],golden gate,golden gate,5.410596,True,1,True,True,1.0,0.9999999
Bank,bank of scotland,bank of scotland glasgow the forge,[Bank of Scotland], bank  of  scotland , bank  of  scotland ,0.0,True,1,True,True,1.0,0.9999841
Hotel Or Motel,the rodney hotel,the rodney hotel,[The Rodney Hotel],rodney,rodney,8.853338,True,1,True,True,1.0,0.99823934
Automotive Dealer,portfield car sales,portfield car sales,[Portfield Car Sales],portfield sales,portfield sales,4.831609,True,1,True,True,1.0,0.9999489
Restaurant,rojin mexican,rojin mexican takeaway,[Rojin Mexican Takeaway],rojin mexican,rojin mexican takeaway,44.775032,True,1,True,True,1.0,0.9996734
Beach,cayton bay beach,cayton bay,[Cayton Bay],cayton bay,cayton bay,930.1615,True,1,True,True,1.0,0.99999696
Market,cannock outdoor market,cannock market,[Cannock Market],cannock outdoor,cannock,60.99799,True,1,True,True,1.0,0.99701464
Café/Pub,caffe nero,caffe nero,[Caffè Nero], caffe  nero , caffe  nero ,9.023072,True,1,True,True,1.0,0.99965394
Automotive Dealer,jefferies car centre,jefferies car centre,[Jefferies Car Centre],jefferies centre,jefferies centre,7.587609,True,1,True,True,1.0,0.9985014
Railway Station,copplestone,copplestone,[Copplestone],copplestone,copplestone,22.683588,True,1,True,True,1.0,0.9999986
