name_1,name_2,prediction,label,error
pitahaya,rancho el pozo de la pitahaya,1.0,1.0,False
jiquilpan de juarez,rio jiquilpan,0.0,0.0,False
benablon,caserio benablon,1.0,1.0,False
isla el fronton,isla dolor de cabeza,1.0,1.0,False
aeroport central ciudad real,aeroport de la gomera,0.0,0.0,False
rio ayancual,ayancual,1.0,0.0,True
santa maria,submeseta norte,0.0,0.0,False
azompa,santa maria atzompa,1.0,1.0,False
sante,san julian,0.0,1.0,True
kancabchen,santa maria,0.0,0.0,False
tiltepequillo,tiltepec,0.0,0.0,False
cuates,san jose ladesma,0.0,1.0,True
san lorenzo,morana,1.0,1.0,False
santiago ixcuintepec,santiago ihuitlan plumas,0.0,0.0,False
san martin,san martin de las juntas,0.0,1.0,True
playa de las alcaravaneras,alcaracejos,0.0,0.0,False
cortijo de pena maria,penjalsordo,0.0,0.0,False
las enramadas,enrramadas,1.0,1.0,False
el sasabe,sasabe,1.0,1.0,False
suchil,barra del suchiate,0.0,0.0,False
chicuasen,chicuasen,1.0,1.0,False
seno de corcubion,embalse de corceta,0.0,0.0,False
yahuiche,santa maria yahuiche,1.0,1.0,False
cerro de penoles,cerro penoles,1.0,1.0,False
guasivan,san isidro,1.0,1.0,False
mora la nova,mora de ebro,0.0,0.0,False
villarino dos ares,bi li ya li nuo de luo sai lei si,0.0,1.0,True
las vinoramas,vinateria,0.0,0.0,False
dona bacilia,dona basilia,1.0,1.0,False
rambla de las minas,villarrubia,0.0,0.0,False
arroyo agua fria,arroyo agua fria,1.0,1.0,False
rincon de pitzquintla,paso del pital,0.0,0.0,False
san martin,rio porcos,0.0,0.0,False
rio costoche,costoche,1.0,1.0,False
cerro la penita,cerro el capulin,1.0,0.0,True
mundaka,musques,0.0,0.0,False
xochicuautla,la concepcion xochicuautla,1.0,1.0,False
la canada,atitlan,0.0,0.0,False
trucios,trucios turtzioz,1.0,1.0,False
caserio la herreria,la herreria,1.0,1.0,False
dzinchel,chikekil,0.0,1.0,True
estacion de adames,nomas,0.0,0.0,False
sanlolensodeel eseukolial,san lorenzo de el escorial,1.0,1.0,False
zitlaltepec,zitlaltepec,1.0,1.0,False
rancho el capulin,minas el capulin,1.0,0.0,True
san andres,san andres,1.0,1.0,False
san jose,sant josep de sa talaia,0.0,1.0,True
ehnsenada,aynsynada bakha kylyfwrnya,0.0,1.0,True
san pedro juaez,san pedro juarez,1.0,1.0,False
ranchita,ranchito,1.0,1.0,False
benito juarez,belisario dominguez,1.0,0.0,True
santo tomas apipilhuasco,sola,0.0,0.0,False
hacienda vieja,garambullo,0.0,1.0,True
caserio consolacion,conquista de la sierra,0.0,0.0,False
abetxuko,abechuco,0.0,1.0,True
agricola oriental norte,agricola oriental norte,1.0,1.0,False
sombreretillos,sombreretillo,1.0,1.0,False
bahia de los muertos,muerto,0.0,0.0,False
c1nn,centre culturel international oscar niemeyer,0.0,0.0,False
pasadorio,caserio posada san miguel,0.0,0.0,False
general miguel aleman,ciudad general aleman,1.0,1.0,False
bahia fourton,bahia fourion,1.0,1.0,False
rehuibrachi,refugio,1.0,0.0,True
rancheria el cuervo,cueramo,1.0,0.0,True
el dimanto,san antonio tulxcam,0.0,0.0,False
ixhuapan,rio algodon,0.0,0.0,False
la marina,soto la marina,1.0,1.0,False
seccion vii del suspeg seccion b c y d,seccion vii del sindicato unico de servidores publicos del estado de guerrero seccion a,1.0,0.0,True
colonia san jose,san jose,1.0,1.0,False
arroyo de la pena del chorro,sierra de francia,0.0,0.0,False
las mesas,la presa,0.0,1.0,True
lake chapala,laguna de chapala,1.0,1.0,False
villanueva de la canada,la canada,1.0,1.0,False
anllons,san felix,0.0,1.0,True
leiva,lebrikha,0.0,0.0,False
tlahuelompa san francisco tlahuelompa,tlahuelampa,1.0,1.0,False
los fresnos,fresnos,1.0,1.0,False
sayatlan de adentro,soyatlan de oro,0.0,0.0,False
sapo,el santo nino,0.0,0.0,False
primera seccion,cerro blanco primera seccion,0.0,1.0,True
swydad lynyal,ciudad lineal,0.0,1.0,True
san valentin,santo nino,0.0,0.0,False
cerro piedras sacrificios,piedras negras international airport,0.0,0.0,False
caserio los alejos,los alcazares,0.0,0.0,False
san juana,santa juana,1.0,1.0,False
venta de cordo,venta de cordoba,0.0,1.0,True
caserio los pavos,casas de los pavos,1.0,1.0,False
rio de vinaroz,rio cervol,1.0,1.0,False
the raval,el raval,1.0,1.0,False
alberca,las alberca,1.0,1.0,False
canon san juan,canada san juan,0.0,1.0,True
ixtlan,ixtlahuahuey,1.0,0.0,True
picacho de las huertas,picon,0.0,0.0,False
santa maria quelites,santa maria,0.0,0.0,False
lahvi,aeropuerto internacional licenciado gustavo diaz ordaz,1.0,0.0,True
balzain,cortijo de balsain,1.0,1.0,False
la penita,arroyo la penita,1.0,1.0,False
awrtwyla,ortuella,1.0,1.0,False
la asuncion,ana sofia,0.0,0.0,False
laguna hanson,laguna juarez,0.0,1.0,True
acachapa y colmena primera seccion,barrancas y guanal primera seccion,0.0,0.0,False
huacapa,santa barbara huacanapa,1.0,1.0,False
delegacion alvaro obregon,apaxco municipality,0.0,0.0,False
las pedrenas,las pedrenas,1.0,1.0,False
puig se calm,se cahn,0.0,1.0,True
el refugio,reforma,1.0,0.0,True
rancho alamos de garcia,los alamos de garcia,1.0,1.0,False
guadalest,el castell de guadalest,1.0,1.0,False
aquiagua,rio aguiagua,1.0,1.0,False
iglesia de santa maria,ermita de la virgen de la ermitana,0.0,0.0,False
cerro el eslabon,rio comal,0.0,0.0,False
el rillito,rancho el riito,1.0,1.0,False
la presa,rio la presa,1.0,1.0,False
emancipacion tanque del alto,emancipacion,1.0,1.0,False
san jose de cuatro caminos,canon el cuatralbo,0.0,0.0,False
navalosa,na wa er mo la er,1.0,0.0,True
moyoatempa,rio mayoatempa,1.0,1.0,False
llano grande,llano largo,1.0,1.0,False
san jose,san jose,1.0,1.0,False
la piedra cruz,presa jose maria morelos,0.0,0.0,False
peninsula de santa catalina,peninsula de santa catalina,1.0,1.0,False
masarak,mulet da paralaza,0.0,0.0,False
rio san geronimo,rio jeronimito,1.0,1.0,False
hacienda el charro,chorro,0.0,1.0,True
yucucuy,yucucy,0.0,1.0,True
santiago platanala,san jose sabinillo,0.0,0.0,False
rio de colipa,rio de colipa,1.0,1.0,False
la noria,noria de santa cruz,0.0,1.0,True
san nicolas de ibarra,ibarra,1.0,1.0,False
san agustin,banos de aguacaliente,0.0,0.0,False
roayago,tonaguia,0.0,0.0,False
navalon de abajo,qww,0.0,0.0,False
cerro boqueron,boqueron,1.0,1.0,False
rio temoaya,el guero,0.0,0.0,False
santo domingo,arroyo santo domingo,0.0,0.0,False
el rodeo,totitlan,0.0,0.0,False
san nicolas hidalgo,hidalgo,1.0,1.0,False
la alberca,cortijada la alameda,0.0,0.0,False
vespella de gaia,santa maria,0.0,0.0,False
san juan de aviles,san jose del sitio,0.0,0.0,False
caserios porras,el poris,0.0,0.0,False
el campon,el campon,1.0,1.0,False
san ramon,san ramon,1.0,1.0,False
san andres,san andres,1.0,1.0,False
caserio pinedo,caserio pinedo,1.0,1.0,False
ullivarri de los olleros,ullibarri de los olleros,1.0,1.0,False
santa fe,volcan de fuego,0.0,0.0,False
parque natural de urkiola,urkiolako natura parkea,0.0,1.0,True
devatuyicu,canada devatuyicu,1.0,1.0,False
caserio valdelacanal,caserio valdelacanal,1.0,1.0,False
colonia lazaro cardenas,colonia lazaro cardenas,1.0,1.0,False
san pedro itztla,san pedro ixtla,1.0,1.0,False
sandia,la sandia,1.0,0.0,True
caserio sobrestany,sebrayo,0.0,0.0,False
munoz,gran morelos,0.0,0.0,False
borron,barron,1.0,1.0,False
caserio jaroso,caserio jaroso,1.0,1.0,False
palomas numero dos,palomas numero dos,1.0,1.0,False
el guerigo,los guerigos,1.0,0.0,True
corral de duarte,corral de duarte de abajo,0.0,1.0,True
caserio de lobrosan,caserio lobrazan,0.0,1.0,True
alzayacan,altzayanca,1.0,1.0,False
el tulin,el tulin,1.0,1.0,False
el lloron,cerro el guero,0.0,0.0,False
vinyols i els arcs,vinols y archs,0.0,1.0,True
barrio campurbin,campos y salave,0.0,0.0,False
sierra las tres marias,dos estrellas de jimenez parte baja,0.0,0.0,False
arroyo fresnos,frsnylw,0.0,0.0,False
lalguenya,algenja,0.0,1.0,True
caserio los castillejos,los castellanos,1.0,0.0,True
caserio el villar,el villar,1.0,1.0,False
ojuelos,ranch ojuelos,1.0,1.0,False
teodoro beltran,arroyo plomosas,0.0,0.0,False
sahcaba,sahcabo,1.0,0.0,True
caserio molinar,es molinar,1.0,1.0,False
barranca telpuchac,telpuchac,1.0,1.0,False
santa maria lachixio,san vicente lachixlo,0.0,1.0,True
rincon del arco,rancho el rincon del arco,1.0,1.0,False
caserio venta alta,estacion de venta,0.0,0.0,False
santo nino,el ranchito,1.0,0.0,True
prads,prazas,1.0,1.0,False
xie er wei na,benavent,0.0,0.0,False
caserio isabela,yi sa wa,0.0,0.0,False
cabo tepopa,rio huachajuri,0.0,0.0,False
fuentes,fronteras,0.0,0.0,False
pesquerias,pesqueria,1.0,1.0,False
santiago del teyde,santiago del teide,0.0,1.0,True
caserio venta de mendoza,caserio venta de mendoza,1.0,1.0,False
etxebarri,la ribera,0.0,1.0,True
allande,san martin de podes,0.0,0.0,False
valle de el baztan,valle de el baztan,1.0,1.0,False
caserio los madriles,los lozanos,0.0,0.0,False
la puerta de santa rita,rancho santa monica,0.0,0.0,False
arroyo el limon,el limon,1.0,1.0,False
cumbraos,san julian,1.0,0.0,True
cerro tierra blanca,california,0.0,1.0,True
lujon,santa cruz lujan,1.0,1.0,False
rancho el tapiro,tapiro,1.0,1.0,False
fatima,campo fatima,1.0,1.0,False
san felipe,san felipe aztatan,0.0,1.0,True
santa maria zaniza,santa maria amatepec,0.0,0.0,False
barbul,barral,1.0,1.0,False
cerro dona juana,rincon blanco,0.0,0.0,False
cerro el serpenton,cerro el sepenton,1.0,1.0,False
laguna de san vicente,la laguna de sanchez,0.0,0.0,False
san diego,san diego de las pitallas,0.0,0.0,False
san antonio camara,buenavista,1.0,0.0,True
arroyo san joaquin,rancho san joaquin,0.0,0.0,False
la casita de lamina,la casita de lamina,1.0,1.0,False
rio carretillas,ruiz cortines,0.0,0.0,False
bajio del alambre,bajio de josepe,0.0,0.0,False
hacienda de hornos,venustiano carranza,1.0,0.0,True
el torreon,torreon de los pastores,0.0,1.0,True
rancho el prieto ramireno,prieto ortiz,0.0,1.0,True
colonia cuauhtemoc,tierra colorado,0.0,0.0,False
davila,apeadero davila,1.0,1.0,False
san juan,apotzaga,1.0,0.0,True
muntanya del pilo,muntanya del pilo,1.0,1.0,False
caserio bolnuevo,bolnuevo,1.0,1.0,False
el moral,caserio el moral,1.0,1.0,False
santa maria del hito,santa maria de hito,1.0,1.0,False
cieneguita,rancho la cienega,0.0,0.0,False
laguna panlao,cerro pando,0.0,0.0,False
jaguey,hulero,0.0,0.0,False
el aguacate,aguacate,1.0,1.0,False
gundibos,santiago,1.0,1.0,False
ticua santa catarina,tehuixtla,0.0,0.0,False
arroyo de la pastorilla,la pastorcilla,1.0,1.0,False
santiago ixmatlahuacan,ixjuapan,0.0,0.0,False
huazontlan,huazantlan del rio cerro del marques,0.0,1.0,True
estacion irolo,el infiernillo,0.0,0.0,False
rio nashauc,rio yayahuita,1.0,0.0,True
caserio peraldon,peraldon,1.0,1.0,False
poblado el plantio,el plantio,1.0,1.0,False
canita de lagos,jose maria morelos,0.0,0.0,False
jose maria morelos y pavon,jose maria morelos,1.0,1.0,False
huatulco international airport,aeropuerto internacional de bahias de huatulco,0.0,1.0,True
ochagavia,ocariz,0.0,0.0,False
chulmuch,san jose xkumak,1.0,1.0,False
jauca alta,caserio la jarilla,0.0,0.0,False
cerro yuku ta kava,cerro yuku ta kava,1.0,1.0,False
gernika,reserve de la biosphere durdibai,0.0,0.0,False
veinat de les ferreries,veinat de les ferreries,1.0,1.0,False
sang tuo tuo mei,trs,0.0,0.0,False
noria de san jose,cerro el cabezon,0.0,0.0,False
cabo tepoca,tepochique,0.0,0.0,False
laguna de penas,laguna de pena,1.0,1.0,False
santa cruz,san jose de simon sarlat,0.0,0.0,False
el martirio,carricitos,0.0,0.0,False
totomaloya,tejaluca,0.0,0.0,False
rywfryw,riofrio,0.0,1.0,True
chinipas de almada,chinipas,0.0,1.0,True
racharichi,recharachic,0.0,1.0,True
costa de meloneras,san feliciano,0.0,0.0,False
el eseukolial,ehl ehskorial,1.0,1.0,False
rio el nopal,el nopal,1.0,1.0,False
marquez,marquesotes de guadalupe,0.0,0.0,False
heroes de nacozari,heroe de nacozari,1.0,1.0,False
usumacinta,rio uzpanapa,0.0,0.0,False
caserio san rafael,san quintin,0.0,0.0,False
bacoy,santa maria,1.0,1.0,False
sierra de rodriguez,sierra rodriguez,1.0,1.0,False
el limon,rancho limon,1.0,0.0,True
dzula,dzutu,1.0,1.0,False
el guerigo,el guerigo,1.0,0.0,True
agua caliente,rancho agua caliente,1.0,0.0,True
ciudad universitaria,suterm,1.0,0.0,True
anclon,anaite,0.0,0.0,False
canon la cartuchera,canon de la cartuchera,1.0,1.0,False
canada del salto,hostotipac,1.0,0.0,True
cotorina,jose maria morelos,0.0,0.0,False
rio aranda,aranconi vald,0.0,0.0,False
franco cosio,rancho santa maria,0.0,0.0,False
rio chicavasco,rio chicavasco,1.0,1.0,False
canada el granado,canada el granado,1.0,1.0,False
angostura,sierra los angeles,0.0,0.0,False
santa maria yahuive,santa maria,0.0,1.0,True
la estacion,caserio la estacion,0.0,1.0,True
macuaitla,estacion alzada,1.0,0.0,True
san miguel,villardeveyo,0.0,1.0,True
rancho ojos coloradas,el perico,0.0,1.0,True
paso de alamos,paso del coyote,0.0,0.0,False
kintana redonda,quintana entrepanas,0.0,0.0,False
san isidro,miahuatlan primera seccion,0.0,1.0,True
ejido pinos altos,la purisima,0.0,1.0,True
tachicon,tacchevila,0.0,0.0,False
hidalgo manialtepec,hidalgo,0.0,1.0,True
naokil,naokil,1.0,1.0,False
cerro zituni,cerro san agustin,0.0,0.0,False
maria antonieta,maria antonieta,1.0,1.0,False
guadajos,estacion de guadajoz,1.0,1.0,False
estacion el sauz,santo tomas,0.0,0.0,False
te luo er,caserio termino de arriba,0.0,0.0,False
rio santo domingo,santo domingo,1.0,1.0,False
bahia de lobos,cerro los lobos,0.0,0.0,False
nicolas flores,nicolas bravo,0.0,0.0,False
lagartero,rancho la gallegos,0.0,0.0,False
colonia estacion dieguinos,dieguinos,1.0,1.0,False
el papayal,la eleja,1.0,0.0,True
san lorenzo cuauhtenco,chiautzingo,1.0,0.0,True
caserio pantano de puentes,pantano del aguila,0.0,0.0,False
chavela,chavero,1.0,0.0,True
el ginete,caserio el jinete,1.0,1.0,False
llano tigre,llano de tigre,1.0,1.0,False
canon el lloron,el lloron,1.0,1.0,False
algodones,rancho algodon,0.0,0.0,False
caserio casablanca,caserio casa balde,1.0,0.0,True
rio sola de vega,rio sola,0.0,1.0,True
santa cruz xixin,santa cruz,0.0,0.0,False
aguila,aguilla,1.0,0.0,True
caserio payer,caserio payer,1.0,1.0,False
rio la idea,suchitlan,0.0,0.0,False
punta de la porrassa,punta de la torre,1.0,1.0,False
arias,caserio de arias,1.0,1.0,False
san juan de los platanos,san juan de los platanos,1.0,1.0,False
rancho potrero,potrero de flores,0.0,1.0,True
bahia san pablo,bahia de san pablo,1.0,1.0,False
arroyo la pena amarilla,la pena amarilla,0.0,1.0,True
bayajori,bayojori,0.0,1.0,True
bacamichi,bacanuchi,1.0,1.0,False
rio del puerto,ge lan da si de sa li mei,0.0,0.0,False
callosa de ensarria,punta callado de alcabu,0.0,0.0,False
penascal,angel a corzo,0.0,0.0,False
benigembla,benitachell,1.0,0.0,True
garudakao,ghaldakw,0.0,1.0,True
las palmitas,las palomas,1.0,0.0,True
rio tizcalama,rio santa maria,0.0,0.0,False
aserradero sitanachi,los apaches,1.0,0.0,True
raka grykhalva,grijalva river,0.0,1.0,True
san juan cosala,san juan,0.0,1.0,True
condiro,condiro,1.0,1.0,False
el alacran,el alacran manatinero,0.0,0.0,False
caleta del espigon,la caleta,0.0,1.0,True
rancho el peru,el peon,1.0,0.0,True
la manga segunda seccion,boca de chilapa primera seccion,0.0,0.0,False
dehesa del toril,caserio dehesa de las yeguas,0.0,0.0,False
canon de la moca,canon de la moca,1.0,1.0,False
rancho san jose,el arabe,0.0,1.0,True
caserio los pozuelos,caserio los pozuelos,1.0,1.0,False
nueva italia,nueva casas grandes railway station,1.0,0.0,True
santa lucia,santa lucia,1.0,0.0,True
caseria del carreton,estacion de el carrascalejo,0.0,0.0,False
capitan gone,el ahorro genesis,0.0,0.0,False
rio los altares,bahia el coyote,0.0,0.0,False
iglesia catedral basilica metropolitana de la asuncion de nuestra senora de valencia,iglesia catedral basilica metropolitana de la asuncion de nuestra senora de valencia,1.0,1.0,False
san caralampio,san caralampio chavin,0.0,1.0,True
aql,cordoba bus station,0.0,0.0,False
coneguelle,cienega san francisco,0.0,0.0,False
san jose,san jose,1.0,0.0,True
el moncanal,el jaguey grande,1.0,0.0,True
tlaxcolilla,tlakwpakw,1.0,0.0,True
escuela tecnica superior de arquitectura,escuela tecnica superior de arquitectura,1.0,1.0,False
santa maria tarasquilo,santa maria atarasquillo,1.0,1.0,False
rio jalpa,jalpa,1.0,1.0,False
sauces,los sauces,1.0,1.0,False
tiburon point,isla del tiburon,1.0,0.0,True
cala vinas,cala vinyes,1.0,1.0,False
yecora,estacion de yanguas y carbonero,0.0,0.0,False
naranjillo,el naranjito,1.0,1.0,False
sofan,testa de castro,0.0,0.0,False
san migel de aliende,san miguel de allende,1.0,1.0,False
el escallet,caserio el entredicho,0.0,0.0,False
ascencion,ascension,1.0,1.0,False
campo pesquero,buena vista del pacifico,0.0,1.0,True
santa cruz,miguel aleman,0.0,1.0,True
ollo,ollaran,0.0,1.0,True
matlahuacales de aquiles serdan,matlahuacales aquiles serdan,1.0,1.0,False
rancho hormigas,huntun,0.0,0.0,False
marinaruko,cerro male,1.0,0.0,True
rio grande,yutekanu,0.0,1.0,True
aeropuerto internacional de oaxaca,poza rica airport,1.0,0.0,True
caserio collado de gil,caserio collado de gil,1.0,1.0,False
rancho chicanayo,chiganallo,0.0,1.0,True
rancho los organos,organos,1.0,1.0,False
gojayar,ke fu lun te si,0.0,0.0,False
castillo,el castillo,1.0,1.0,False
las palmas,la palma,1.0,0.0,True
las cobatillas,las covatillas,1.0,1.0,False
caserio los navarros,los murtales,0.0,0.0,False
el cibolo,rancho el chupadero,0.0,0.0,False
guayabos,cayabos,1.0,1.0,False
strand de las alcaravaneras,alkarakykhws qrtbt,1.0,0.0,True
rio colorado,progreso,0.0,0.0,False
isla roca partida,punta chala quita,0.0,0.0,False
esquiroz,eskirotz,1.0,1.0,False
san sebastian,carballal,0.0,1.0,True
hacienda alamos de pena,alamos de martinez,0.0,0.0,False
bykar,bi ka er,1.0,1.0,False
rio de ponte da pedra,ponferada,0.0,0.0,False
penas largas,pena azul,0.0,0.0,False
mezpelerreka,el regato,0.0,1.0,True
guizan,guixar vigo,0.0,0.0,False
tzise,dzit ox rosado,0.0,1.0,True
santo tomas de las flores,santo tomas,1.0,0.0,True
sierra de los organos,sierra los organos,1.0,1.0,False
pena,cerro pelon,0.0,0.0,False
cerros gueros,canada cuca,0.0,0.0,False
atzompa,san pedro atzompa,1.0,1.0,False
alqueria torre de moncantar,alqueria torre de moncantar,1.0,1.0,False
rio corralitos,cuesta de penones,0.0,0.0,False
la tortola,la pena,0.0,0.0,False
lacandon,el lacandon,1.0,1.0,False
san francisco tepoiaco,cuautitlan izcalli,0.0,1.0,True
santiago nejapilla,nejapilla,1.0,1.0,False
ejido aquiles serdan segunda seccion la florida,aquiles serdan,0.0,0.0,False
cerro la aguita,el pinguino,0.0,0.0,False
arroyo san jose,bahia san hipolito,0.0,0.0,False
colonia san jose,san jose,1.0,1.0,False
la huerta,estacion de solis,0.0,0.0,False
granada railway station,san sebastian railway station,0.0,0.0,False
rancho las venturas,las venturas,1.0,1.0,False
mantecon,rio mante,0.0,0.0,False
arroyo silvadillo,caserio sillero,0.0,0.0,False
campanilla,campanero,1.0,0.0,True
tlacotepec,tlacoquemeca,1.0,0.0,True
las palmas,la palma,1.0,1.0,False
tanque mesillas,tanque del pirul,0.0,1.0,True
rancho la alegria,balmaceda,0.0,0.0,False
alamos,rio de alamos,1.0,0.0,True
arroyo los martinez,maconi,0.0,0.0,False
las chimeneas,chimeneas,1.0,1.0,False
san julian,irixoa,1.0,1.0,False
amaxac,amajac,1.0,1.0,False
dulantzi alegria,alegria,1.0,1.0,False
potrerito,potreritos,1.0,1.0,False
santa maria amajac,santa maria,1.0,1.0,False
san ignazio,sant hipolit,0.0,0.0,False
rancho santo nino,rancho santo nino,1.0,0.0,True
arroyo sardon,rivera de sardon,0.0,1.0,True
el refugio,el conchi,0.0,0.0,False
patzcuaro,patoyo,0.0,0.0,False
leon,leono,1.0,0.0,True
rio mamilva,caserio manchuelas,0.0,0.0,False
el rincon,el rincon,1.0,0.0,True
san martin,san martin,1.0,1.0,False
aisa,serra dairosa,0.0,0.0,False
feng la fu la da,fuenlabrada,1.0,1.0,False
rancho el rosario,el rosario,1.0,1.0,False
vitoria gasteiz,vitoria,0.0,1.0,True
tykhyda,te he da,0.0,1.0,True
el bajio,el bajio,1.0,1.0,False
llanos de san agustin,cerro de san agustin,1.0,0.0,True
sacrificios harbor,sapokoma,0.0,0.0,False
rio la chona,rancho la choguita,0.0,0.0,False
rio ondarroa,artesa de lerida,0.0,0.0,False
guadassequies,guadassequies,1.0,1.0,False
cienega,cienaga,1.0,0.0,True
estacion madero,estacion eureka,0.0,0.0,False
estacion tesoyo,tesoyo,1.0,1.0,False
rancho la concepcion,molinote de concepcion,0.0,0.0,False
la salada,saladita,0.0,0.0,False
parajes,el paraje,1.0,0.0,True
la ceiba primera seccion,sector ruiz cortines,0.0,1.0,True
el alamo,el alamillo,0.0,0.0,False
llano blanco,lindero,0.0,0.0,False
aguaje,rancho aguaje,1.0,1.0,False
castaneira,ka si di er lu yi si,0.0,0.0,False
san andres,san andres el alto,1.0,0.0,True
cerda,centenil,0.0,0.0,False
el jaguey de ferniza,los jagueyes,1.0,0.0,True
sendelle,santa maria,0.0,1.0,True
tixkokob,tixhualatun,0.0,0.0,False
antsoain,ansoain,1.0,1.0,False
la huerfana,los venados,1.0,0.0,True
el picacho,san antonio,0.0,0.0,False
santa marina,lanas,0.0,1.0,True
cerro del aguila,cerro del aquila,1.0,1.0,False
mixtepec,magdalena mixtepec,0.0,1.0,True
san juan acateno,san acateno,1.0,1.0,False
tlalchi,tlatchy,1.0,1.0,False
la pena,monte la pena,1.0,1.0,False
reforma numero uno colonia centinela,reforma,1.0,1.0,False
delicias lopez velarde,san antonio de la laguna,0.0,0.0,False
chevolcan,ctm,0.0,0.0,False
el guical,el gueical,1.0,1.0,False
rancho piedra iman,rancho piedra iman,1.0,1.0,False
jesus maria,jesus maria,1.0,1.0,False
clq,licenciado miguel de la madrid airport,1.0,1.0,False
caserio cobatillas,cobatillas,1.0,1.0,False
canada honda,la canada honda,1.0,1.0,False
gorriones,los gorriones,1.0,1.0,False
mexico,cerro el tablon,0.0,0.0,False
los frijoles,fresnos,0.0,0.0,False
arroyo la purisima,arroyo el tinajeno,0.0,0.0,False
la torre,caserio la torre,1.0,1.0,False
xilontla,rio xilontla,1.0,1.0,False
arroyo chacala,rio chacala,1.0,1.0,False
pinones,el espolon,0.0,0.0,False
zona arqueologica tamuin,zona arqueologica tamohi,1.0,1.0,False
san jose corral blanco,san jose hueymac,0.0,1.0,True
puerto de san andres,puerto san andres,1.0,1.0,False
zaitegui,zaitegi,1.0,1.0,False
naycha,sierra anibacachi,0.0,0.0,False
san cristobal nexquipayac,nexquipayac,1.0,1.0,False
zacatlancillo,zacatlan,1.0,0.0,True
pinalejo,rancheria pinalejo,1.0,1.0,False
san agustin monte alto la trampa,progreso chapultepec linda estrella,0.0,0.0,False
estacion patagalana,patalangania,0.0,1.0,True
rancharia navarrito,rancho navarrilo,1.0,1.0,False
bahia angeles,bahia de los angeles,1.0,1.0,False
santa cruz,cuautenco,0.0,0.0,False
el capulin,el higueron,0.0,1.0,True
santa monica,santa monica autempa,1.0,1.0,False
el paraiso,paraiso,1.0,0.0,True
canodilla,caserio canada carbonera,0.0,0.0,False
bahia san cristobal,rancho san cristobal,1.0,0.0,True
consuelo,el consuelo,1.0,0.0,True
rio mayor,santa maria,0.0,0.0,False
naranjo,el naranio,1.0,1.0,False
la estancia los garcia,estancia,1.0,1.0,False
rancho las animas,el ancon,1.0,1.0,False
martilandran,caserio martilandran,1.0,1.0,False
san jose de guzman,arechita,0.0,1.0,True
san antonio,alpanocan,0.0,1.0,True
queiroas,queiroas,1.0,1.0,False
curtiduria,la curtiduria,1.0,1.0,False
las mazas,cerro la maipa,0.0,0.0,False
pielago,pielago,1.0,1.0,False
jose michel ruiz,san jose y cuchilla,0.0,0.0,False
caserio los plazas,caserio los pipaces,0.0,0.0,False
bitral septima seccion,bitral septima seccion,1.0,1.0,False
estacion animas,estacion animas,1.0,1.0,False
el murcielago,campo petrolero agata,0.0,0.0,False
cabo penas,pena rubia,0.0,0.0,False
carcamo,el carcamo,1.0,1.0,False
bellota,la bellota,1.0,1.0,False
san nicolas,rio san nicolas,1.0,0.0,True
aebura,marisparza,1.0,0.0,True
pena prieta,rancho pena loza,0.0,0.0,False
junta de los rios,la junta de los rios,1.0,1.0,False
el aguacate,ahuacate,1.0,0.0,True
isla pajaros,sierra el pajarito,0.0,0.0,False
el molino de cinco senores,el molino cinco senores,1.0,1.0,False
jose mercedes gamas primera seccion,jose mercedes gamas primera seccion,1.0,1.0,False
general pedro colorado,poblado c veintiseis,0.0,1.0,True
paxila liquilhuitz,liquilhuitz,1.0,1.0,False
gorliz,gorliz,1.0,1.0,False
ciudad miguel alaman,ciudad aleman,1.0,1.0,False
gorad palensija,palencia,0.0,1.0,True
rancho el preson de santa gertrudis,prenzon,0.0,0.0,False
san jose del jagueey,los reyes de san jose,0.0,0.0,False
la purisima,purisima,0.0,1.0,True
gestoso,san pedro del valle,0.0,0.0,False
boca de moron,chavarria,0.0,0.0,False
la bo fu la xi weng,teberga,0.0,0.0,False
rancho el aguila,el aguila,1.0,0.0,True
biblioteca nacional de espana,rega teatro,0.0,0.0,False
xiteje de zapata,general pedro maria apaya,0.0,0.0,False
rio valtabuyo,arroyo de la pena,0.0,0.0,False
los melagos,san ignacio rio muerto,0.0,0.0,False
cerro tentacion,cerro el agua fria,0.0,0.0,False
el venadito de amado cantu,el carmi,0.0,0.0,False
lo de huarte,rancho lodecampa,0.0,0.0,False
aljarafe,majrena del alkharafe,1.0,1.0,False
sierra del torreno,sierra el torreno,1.0,1.0,False
el azulejo,azulacuez,0.0,0.0,False
tehualmixtle,el teguachi,0.0,0.0,False
tuntojon,tantojon,1.0,1.0,False
el rey,estacion el rey,1.0,1.0,False
catarina,benito juarez,0.0,0.0,False
rio golzinco,rio golzinco,1.0,1.0,False
el carcamo,mesa san martin,0.0,0.0,False
astatepec,astotepec,0.0,1.0,True
huisa,bahia de ohura,0.0,0.0,False
xicolamatlan,xicolamatlan,1.0,1.0,False
barriada rio chico,el rio chico,1.0,1.0,False
el titere,cerro el titere,1.0,1.0,False
san pedro,san pedro mixtepec miahuatlan,1.0,1.0,False
el aguacate,ahuacate,1.0,1.0,False
el sitio abajo,villa de seris,0.0,0.0,False
los remedios,san jose de los remedios,1.0,1.0,False
san miguel,zapotal san miguel primera seccion,1.0,1.0,False
san miguel,acalman,1.0,0.0,True
opstina jonotla,jonatal azteca,0.0,0.0,False
coxcatlan,coxcatlan,1.0,1.0,False
